측정시간,장비명,℃,%rF
2026-04-27T00:00:00Z,D-(406호 기구창고),24.2,31.8
2026-04-27T00:00:00Z,E-(408호 OQC),22.8,32.0
2026-04-27T00:00:00Z,F-(807호 생산 Line),21.8,38.1
2026-04-27T00:00:00Z,G-(401호 기구창고),22.0,46.6
2026-04-27T01:00:00Z,A-(401호 회로창고 1),22.9,51.5
2026-04-27T01:00:00Z,B-(401호 회로창고 2),23.0,50.5
2026-04-27T01:00:00Z,C-(402호 수입검사),24.5,31.1
2026-04-27T01:00:00Z,D-(406호 기구창고),24.4,32.7
2026-04-27T01:00:00Z,E-(408호 OQC),22.9,32.8
2026-04-27T01:00:00Z,F-(807호 생산 Line),21.5,40.5
2026-04-27T01:00:00Z,G-(401호 기구창고),22.2,46.7
2026-04-27T02:00:00Z,A-(401호 회로창고 1),22.8,49.7
2026-04-27T02:00:00Z,B-(401호 회로창고 2),23.1,48.4
2026-04-27T02:00:00Z,C-(402호 수입검사),24.2,32.4
2026-04-27T02:00:00Z,D-(406호 기구창고),24.0,33.0
2026-04-27T02:00:00Z,E-(408호 OQC),22.9,33.7
2026-04-27T02:00:00Z,F-(807호 생산 Line),21.4,41.3
2026-04-27T02:00:00Z,G-(401호 기구창고),22.3,47.3
2026-04-27T03:00:00Z,A-(401호 회로창고 1),22.8,49.2
2026-04-27T03:00:00Z,B-(401호 회로창고 2),23.2,47.5
2026-04-27T03:00:00Z,C-(402호 수입검사),24.4,32.5
2026-04-27T03:00:00Z,D-(406호 기구창고),23.6,33.8
2026-04-27T03:00:00Z,E-(408호 OQC),22.9,34.8
2026-04-27T03:00:00Z,F-(807호 생산 Line),21.4,42.1
2026-04-27T03:00:00Z,G-(401호 기구창고),22.5,47.3
2026-04-27T04:00:00Z,A-(401호 회로창고 1),22.8,50.9
2026-04-27T04:00:00Z,B-(401호 회로창고 2),23.2,48.6
2026-04-27T04:00:00Z,C-(402호 수입검사),24.0,31.6
2026-04-27T04:00:00Z,D-(406호 기구창고),23.2,33.7
2026-04-27T04:00:00Z,E-(408호 OQC),22.9,34.8
2026-04-27T04:00:00Z,F-(807호 생산 Line),21.8,40.8
2026-04-27T04:00:00Z,G-(401호 기구창고),22.5,46.9
2026-04-27T05:00:00Z,A-(401호 회로창고 1),22.6,49.5
2026-04-27T05:00:00Z,B-(401호 회로창고 2),23.1,47.0
2026-04-27T05:00:00Z,C-(402호 수입검사),24.0,31.3
2026-04-27T05:00:00Z,D-(406호 기구창고),23.0,34.4
2026-04-27T05:00:00Z,E-(408호 OQC),23.0,35.4
2026-04-27T05:00:00Z,F-(807호 생산 Line),21.5,41.9
2026-04-27T05:00:00Z,G-(401호 기구창고),22.6,46.6
2026-04-27T06:00:00Z,A-(401호 회로창고 1),22.5,52.9
2026-04-27T06:00:00Z,B-(401호 회로창고 2),23.1,50.0
2026-04-27T06:00:00Z,C-(402호 수입검사),24.0,27.4
2026-04-27T06:00:00Z,D-(406호 기구창고),22.8,34.6
2026-04-27T06:00:00Z,E-(408호 OQC),22.8,31.5
2026-04-27T06:00:00Z,F-(807호 생산 Line),21.7,41.2
2026-04-27T06:00:00Z,G-(401호 기구창고),22.6,46.4
2026-04-27T07:00:00Z,A-(401호 회로창고 1),22.8,49.0
2026-04-27T07:00:00Z,B-(401호 회로창고 2),23.2,46.5
2026-04-27T07:00:00Z,C-(402호 수입검사),23.9,27.9
2026-04-27T07:00:00Z,D-(406호 기구창고),22.6,34.4
2026-04-27T07:00:00Z,E-(408호 OQC),22.4,32.8
2026-04-27T07:00:00Z,F-(807호 생산 Line),21.6,41.0
2026-04-27T07:00:00Z,G-(401호 기구창고),22.5,45.6
2026-04-27T08:00:00Z,A-(401호 회로창고 1),22.8,50.4
2026-04-27T08:00:00Z,B-(401호 회로창고 2),23.2,49.2
2026-04-27T08:00:00Z,C-(402호 수입검사),24.0,28.8
2026-04-27T08:00:00Z,D-(406호 기구창고),22.6,35.2
2026-04-27T08:00:00Z,E-(408호 OQC),22.5,33.3
2026-04-27T08:00:00Z,F-(807호 생산 Line),21.5,41.7
2026-04-27T08:00:00Z,G-(401호 기구창고),22.2,42.1
2026-04-27T09:00:00Z,A-(401호 회로창고 1),22.8,48.8
2026-04-27T09:00:00Z,B-(401호 회로창고 2),22.9,47.9
2026-04-27T10:00:00Z,A-(401호 회로창고 1),22.6,51.7
2026-04-27T10:00:00Z,B-(401호 회로창고 2),22.6,50.5
2026-04-27T11:00:00Z,A-(401호 회로창고 1),22.8,48.9
2026-04-27T11:00:00Z,B-(401호 회로창고 2),22.6,48.7
2026-04-27T12:00:00Z,A-(401호 회로창고 1),22.7,52.1
2026-04-27T12:00:00Z,B-(401호 회로창고 2),22.6,50.3
2026-04-27T13:00:00Z,A-(401호 회로창고 1),22.8,49.7
2026-04-27T13:00:00Z,B-(401호 회로창고 2),22.6,49.6
2026-04-27T14:00:00Z,A-(401호 회로창고 1),22.8,48.5
2026-04-27T14:00:00Z,B-(401호 회로창고 2),22.5,48.6
2026-04-27T15:00:00Z,A-(401호 회로창고 1),22.6,52.4
2026-04-27T15:00:00Z,B-(401호 회로창고 2),22.5,52.0
2026-04-27T16:00:00Z,A-(401호 회로창고 1),22.8,49.3
2026-04-27T16:00:00Z,B-(401호 회로창고 2),22.5,49.6
2026-04-27T17:00:00Z,A-(401호 회로창고 1),22.8,48.2
2026-04-27T17:00:00Z,B-(401호 회로창고 2),22.4,48.2
2026-04-27T18:00:00Z,A-(401호 회로창고 1),22.7,50.3
2026-04-27T18:00:00Z,B-(401호 회로창고 2),22.4,50.6
2026-04-27T19:00:00Z,A-(401호 회로창고 1),22.7,48.5
2026-04-27T19:00:00Z,B-(401호 회로창고 2),22.3,49.0
2026-04-27T20:00:00Z,A-(401호 회로창고 1),22.9,52.5
2026-04-27T20:00:00Z,B-(401호 회로창고 2),22.5,53.2
2026-04-27T21:00:00Z,A-(401호 회로창고 1),22.7,50.4
2026-04-27T21:00:00Z,B-(401호 회로창고 2),22.3,50.9
2026-04-27T22:00:00Z,A-(401호 회로창고 1),22.7,49.1
2026-04-27T22:00:00Z,B-(401호 회로창고 2),22.3,49.7
2026-04-27T23:00:00Z,A-(401호 회로창고 1),22.7,48.1
2026-04-27T23:00:00Z,B-(401호 회로창고 2),22.3,48.8
2026-04-28T00:00:00Z,A-(401호 회로창고 1),22.8,51.8
2026-04-28T00:00:00Z,B-(401호 회로창고 2),22.4,52.2
2026-04-28T00:00:00Z,C-(402호 수입검사),24.9,34.1
2026-04-28T00:00:00Z,D-(406호 기구창고),23.8,35.8
2026-04-28T00:00:00Z,E-(408호 OQC),22.4,43.4
2026-04-28T00:00:00Z,F-(807호 생산 Line),21.8,43.2
2026-04-28T00:00:00Z,G-(401호 기구창고),22.1,47.1
2026-04-28T01:00:00Z,A-(401호 회로창고 1),22.8,49.5
2026-04-28T01:00:00Z,B-(401호 회로창고 2),22.6,49.3
2026-04-28T01:00:00Z,C-(402호 수입검사),24.1,35.2
2026-04-28T01:00:00Z,D-(406호 기구창고),23.6,36.0
2026-04-28T01:00:00Z,E-(408호 OQC),22.6,43.4
2026-04-28T01:00:00Z,F-(807호 생산 Line),21.6,45.4
2026-04-28T01:00:00Z,G-(401호 기구창고),22.1,47.2
2026-04-28T02:00:00Z,A-(401호 회로창고 1),22.9,47.6
2026-04-28T02:00:00Z,B-(401호 회로창고 2),22.7,48.0
2026-04-28T02:00:00Z,C-(402호 수입검사),23.7,36.2
2026-04-28T02:00:00Z,D-(406호 기구창고),22.9,36.8
2026-04-28T02:00:00Z,E-(408호 OQC),22.6,43.3
2026-04-28T02:00:00Z,F-(807호 생산 Line),21.8,44.8
2026-04-28T02:00:00Z,G-(401호 기구창고),22.2,47.2
2026-04-28T03:00:00Z,A-(401호 회로창고 1),22.8,51.4
2026-04-28T03:00:00Z,B-(401호 회로창고 2),22.8,50.7
2026-04-28T03:00:00Z,C-(402호 수입검사),23.5,36.3
2026-04-28T03:00:00Z,D-(406호 기구창고),22.5,37.3
2026-04-28T03:00:00Z,E-(408호 OQC),22.4,44.3
2026-04-28T03:00:00Z,F-(807호 생산 Line),20.4,45.0
2026-04-28T03:00:00Z,G-(401호 기구창고),22.2,47.4
2026-04-28T04:00:00Z,A-(401호 회로창고 1),22.6,49.9
2026-04-28T04:00:00Z,B-(401호 회로창고 2),22.8,48.5
2026-04-28T04:00:00Z,C-(402호 수입검사),24.9,33.1
2026-04-28T04:00:00Z,D-(406호 기구창고),22.3,37.2
2026-04-28T04:00:00Z,E-(408호 OQC),22.2,42.9
2026-04-28T04:00:00Z,F-(807호 생산 Line),20.2,44.3
2026-04-28T04:00:00Z,G-(401호 기구창고),22.2,47.3
2026-04-28T05:00:00Z,A-(401호 회로창고 1),22.7,49.2
2026-04-28T05:00:00Z,B-(401호 회로창고 2),22.7,48.3
2026-04-28T05:00:00Z,C-(402호 수입검사),24.1,34.3
2026-04-28T05:00:00Z,D-(406호 기구창고),22.3,37.7
2026-04-28T05:00:00Z,E-(408호 OQC),22.5,42.5
2026-04-28T05:00:00Z,F-(807호 생산 Line),20.2,45.6
2026-04-28T05:00:00Z,G-(401호 기구창고),22.3,47.0
2026-04-28T06:00:00Z,A-(401호 회로창고 1),22.6,51.6
2026-04-28T06:00:00Z,B-(401호 회로창고 2),22.8,50.1
2026-04-28T06:00:00Z,C-(402호 수입검사),23.8,34.1
2026-04-28T06:00:00Z,D-(406호 기구창고),22.3,38.2
2026-04-28T06:00:00Z,E-(408호 OQC),22.6,41.1
2026-04-28T06:00:00Z,F-(807호 생산 Line),20.3,45.6
2026-04-28T06:00:00Z,G-(401호 기구창고),22.3,47.0
2026-04-28T07:00:00Z,A-(401호 회로창고 1),22.8,49.4
2026-04-28T07:00:00Z,B-(401호 회로창고 2),22.9,48.0
2026-04-28T07:00:00Z,C-(402호 수입검사),23.6,34.0
2026-04-28T07:00:00Z,D-(406호 기구창고),22.2,38.0
2026-04-28T07:00:00Z,E-(408호 OQC),22.3,40.3
2026-04-28T07:00:00Z,F-(807호 생산 Line),20.3,45.4
2026-04-28T07:00:00Z,G-(401호 기구창고),22.3,47.4
2026-04-28T08:00:00Z,A-(401호 회로창고 1),22.7,52.3
2026-04-28T08:00:00Z,B-(401호 회로창고 2),22.9,50.6
2026-04-28T08:00:00Z,C-(402호 수입검사),23.6,34.2
2026-04-28T08:00:00Z,D-(406호 기구창고),22.2,39.1
2026-04-28T08:00:00Z,E-(408호 OQC),22.5,40.3
2026-04-28T08:00:00Z,F-(807호 생산 Line),20.3,45.5
2026-04-28T08:00:00Z,G-(401호 기구창고),22.3,47.1
2026-04-28T09:00:00Z,A-(401호 회로창고 1),22.8,49.2
2026-04-28T09:00:00Z,B-(401호 회로창고 2),22.7,48.6
2026-04-28T10:00:00Z,A-(401호 회로창고 1),22.8,50.7
2026-04-28T10:00:00Z,B-(401호 회로창고 2),22.5,49.9
2026-04-28T11:00:00Z,A-(401호 회로창고 1),22.7,50.1
2026-04-28T11:00:00Z,B-(401호 회로창고 2),22.4,50.3
2026-04-28T12:00:00Z,A-(401호 회로창고 1),22.8,48.6
2026-04-28T12:00:00Z,B-(401호 회로창고 2),22.4,49.0
2026-04-28T13:00:00Z,A-(401호 회로창고 1),22.9,52.5
2026-04-28T13:00:00Z,B-(401호 회로창고 2),22.5,52.5
2026-04-28T14:00:00Z,A-(401호 회로창고 1),22.7,50.5
2026-04-28T14:00:00Z,B-(401호 회로창고 2),22.4,50.9
2026-04-28T15:00:00Z,A-(401호 회로창고 1),22.7,49.2
2026-04-28T15:00:00Z,B-(401호 회로창고 2),22.3,49.7
2026-04-28T16:00:00Z,A-(401호 회로창고 1),22.7,48.3
2026-04-28T16:00:00Z,B-(401호 회로창고 2),22.3,48.9
2026-04-28T17:00:00Z,A-(401호 회로창고 1),22.6,53.6
2026-04-28T17:00:00Z,B-(401호 회로창고 2),22.3,53.8
2026-04-28T18:00:00Z,A-(401호 회로창고 1),22.7,50.3
2026-04-28T18:00:00Z,B-(401호 회로창고 2),22.3,51.0
2026-04-28T19:00:00Z,A-(401호 회로창고 1),22.7,49.2
2026-04-28T19:00:00Z,B-(401호 회로창고 2),22.2,49.9
2026-04-28T20:00:00Z,A-(401호 회로창고 1),22.7,48.3
2026-04-28T20:00:00Z,B-(401호 회로창고 2),22.2,49.2
2026-04-28T21:00:00Z,A-(401호 회로창고 1),22.9,53.7
2026-04-28T21:00:00Z,B-(401호 회로창고 2),22.4,54.5
2026-04-28T22:00:00Z,A-(401호 회로창고 1),22.7,51.8
2026-04-28T22:00:00Z,B-(401호 회로창고 2),22.2,52.5
2026-04-28T23:00:00Z,A-(401호 회로창고 1),22.7,50.1
2026-04-28T23:00:00Z,B-(401호 회로창고 2),22.2,50.9
2026-04-29T00:00:00Z,A-(401호 회로창고 1),22.7,49.2
2026-04-29T00:00:00Z,B-(401호 회로창고 2),22.3,49.6
2026-04-29T00:00:00Z,C-(402호 수입검사),24.9,33.1
2026-04-29T00:00:00Z,D-(406호 기구창고),24.5,35.7
2026-04-29T00:00:00Z,E-(408호 OQC),22.4,40.1
2026-04-29T00:00:00Z,F-(807호 생산 Line),21.2,43.9
2026-04-29T00:00:00Z,G-(401호 기구창고),21.8,47.8
2026-04-29T01:00:00Z,A-(401호 회로창고 1),22.8,47.6
2026-04-29T01:00:00Z,B-(401호 회로창고 2),22.6,48.0
2026-04-29T01:00:00Z,C-(402호 수입검사),25.2,32.6
2026-04-29T01:00:00Z,D-(406호 기구창고),24.0,36.1
2026-04-29T01:00:00Z,E-(408호 OQC),22.4,39.5
2026-04-29T01:00:00Z,F-(807호 생산 Line),21.6,45.0
2026-04-29T01:00:00Z,G-(401호 기구창고),22.0,47.3
2026-04-29T02:00:00Z,A-(401호 회로창고 1),22.6,53.7
2026-04-29T02:00:00Z,B-(401호 회로창고 2),22.6,52.5
2026-04-29T02:00:00Z,C-(402호 수입검사),24.7,31.7
2026-04-29T02:00:00Z,D-(406호 기구창고),23.5,36.1
2026-04-29T02:00:00Z,E-(408호 OQC),22.2,38.6
2026-04-29T02:00:00Z,F-(807호 생산 Line),21.8,44.6
2026-04-29T02:00:00Z,G-(401호 기구창고),21.9,45.4
2026-04-29T03:00:00Z,A-(401호 회로창고 1),22.8,49.9
2026-04-29T03:00:00Z,B-(401호 회로창고 2),22.9,49.0
2026-04-29T03:00:00Z,C-(402호 수입검사),24.3,31.1
2026-04-29T03:00:00Z,D-(406호 기구창고),23.1,36.1
2026-04-29T03:00:00Z,E-(408호 OQC),22.3,38.0
2026-04-29T03:00:00Z,F-(807호 생산 Line),21.8,44.9
2026-04-29T03:00:00Z,G-(401호 기구창고),22.1,46.3
2026-04-29T04:00:00Z,A-(401호 회로창고 1),22.9,48.8
2026-04-29T04:00:00Z,B-(401호 회로창고 2),23.1,47.9
2026-04-29T04:00:00Z,C-(402호 수입검사),24.7,29.5
2026-04-29T04:00:00Z,D-(406호 기구창고),23.0,36.6
2026-04-29T04:00:00Z,E-(408호 OQC),21.9,40.3
2026-04-29T04:00:00Z,F-(807호 생산 Line),21.7,42.4
2026-04-29T04:00:00Z,G-(401호 기구창고),22.2,46.5
2026-04-29T05:00:00Z,A-(401호 회로창고 1),22.8,54.2
2026-04-29T05:00:00Z,B-(401호 회로창고 2),23.1,51.4
2026-04-29T05:00:00Z,C-(402호 수입검사),24.3,29.6
2026-04-29T05:00:00Z,D-(406호 기구창고),22.9,37.0
2026-04-29T05:00:00Z,E-(408호 OQC),22.5,40.1
2026-04-29T05:00:00Z,F-(807호 생산 Line),21.8,42.2
2026-04-29T05:00:00Z,G-(401호 기구창고),22.2,46.5
2026-04-29T06:00:00Z,A-(401호 회로창고 1),22.6,50.7
2026-04-29T06:00:00Z,B-(401호 회로창고 2),23.1,48.8
2026-04-29T06:00:00Z,C-(402호 수입검사),24.2,29.5
2026-04-29T06:00:00Z,D-(406호 기구창고),22.7,36.5
2026-04-29T06:00:00Z,E-(408호 OQC),22.6,41.0
2026-04-29T06:00:00Z,F-(807호 생산 Line),21.4,45.0
2026-04-29T06:00:00Z,G-(401호 기구창고),22.3,44.7
2026-04-29T07:00:00Z,A-(401호 회로창고 1),21.8,53.4
2026-04-29T07:00:00Z,B-(401호 회로창고 2),22.8,52.5
2026-04-29T07:00:00Z,C-(402호 수입검사),24.0,27.4
2026-04-29T07:00:00Z,D-(406호 기구창고),22.8,36.8
2026-04-29T07:00:00Z,E-(408호 OQC),22.7,40.9
2026-04-29T07:00:00Z,F-(807호 생산 Line),21.7,44.0
2026-04-29T07:00:00Z,G-(401호 기구창고),22.1,41.5
2026-04-29T08:00:00Z,A-(401호 회로창고 1),21.8,51.2
2026-04-29T08:00:00Z,B-(401호 회로창고 2),22.6,48.3
2026-04-29T08:00:00Z,C-(402호 수입검사),24.0,27.3
2026-04-29T08:00:00Z,D-(406호 기구창고),22.4,35.5
2026-04-29T08:00:00Z,E-(408호 OQC),22.7,40.5
2026-04-29T08:00:00Z,F-(807호 생산 Line),21.5,45.8
2026-04-29T08:00:00Z,G-(401호 기구창고),21.5,38.2
2026-04-29T09:00:00Z,A-(401호 회로창고 1),22.5,48.4
2026-04-29T09:00:00Z,B-(401호 회로창고 2),22.6,47.7
2026-04-29T10:00:00Z,A-(401호 회로창고 1),22.6,52.5
2026-04-29T10:00:00Z,B-(401호 회로창고 2),22.6,51.7
2026-04-29T11:00:00Z,A-(401호 회로창고 1),22.6,48.9
2026-04-29T11:00:00Z,B-(401호 회로창고 2),22.5,48.7
2026-04-29T12:00:00Z,A-(401호 회로창고 1),22.8,53.1
2026-04-29T12:00:00Z,B-(401호 회로창고 2),22.6,52.9
2026-04-29T13:00:00Z,A-(401호 회로창고 1),22.7,49.8
2026-04-29T13:00:00Z,B-(401호 회로창고 2),22.5,49.9
2026-04-29T14:00:00Z,A-(401호 회로창고 1),22.7,48.4
2026-04-29T14:00:00Z,B-(401호 회로창고 2),22.4,48.6
2026-04-29T15:00:00Z,A-(401호 회로창고 1),22.7,54.4
2026-04-29T15:00:00Z,B-(401호 회로창고 2),22.5,53.0
2026-04-29T16:00:00Z,A-(401호 회로창고 1),22.7,50.2
2026-04-29T16:00:00Z,B-(401호 회로창고 2),22.5,50.4
2026-04-29T17:00:00Z,A-(401호 회로창고 1),22.7,48.7
2026-04-29T17:00:00Z,B-(401호 회로창고 2),22.4,49.2
2026-04-29T18:00:00Z,A-(401호 회로창고 1),22.7,50.7
2026-04-29T18:00:00Z,B-(401호 회로창고 2),22.4,50.5
2026-04-29T19:00:00Z,A-(401호 회로창고 1),22.7,51.4
2026-04-29T19:00:00Z,B-(401호 회로창고 2),22.4,51.7
2026-04-29T20:00:00Z,A-(401호 회로창고 1),22.7,49.5
2026-04-29T20:00:00Z,B-(401호 회로창고 2),22.4,49.8
2026-04-29T21:00:00Z,A-(401호 회로창고 1),22.6,48.4
2026-04-29T21:00:00Z,B-(401호 회로창고 2),22.3,48.7
2026-04-29T22:00:00Z,A-(401호 회로창고 1),22.9,52.7
2026-04-29T22:00:00Z,B-(401호 회로창고 2),22.5,54.3
2026-04-29T23:00:00Z,A-(401호 회로창고 1),22.7,50.7
2026-04-29T23:00:00Z,B-(401호 회로창고 2),22.3,51.2
2026-04-30T00:00:00Z,A-(401호 회로창고 1),22.8,48.4
2026-04-30T00:00:00Z,B-(401호 회로창고 2),22.5,48.9
2026-04-30T00:00:00Z,C-(402호 수입검사),24.8,30.0
2026-04-30T00:00:00Z,D-(406호 기구창고),24.5,34.6
2026-04-30T00:00:00Z,E-(408호 OQC),22.7,36.6
2026-04-30T00:00:00Z,F-(807호 생산 Line),21.3,41.2
2026-04-30T00:00:00Z,G-(401호 기구창고),21.7,41.6
2026-04-30T01:00:00Z,A-(401호 회로창고 1),22.8,53.3
2026-04-30T01:00:00Z,B-(401호 회로창고 2),22.8,52.9
2026-04-30T01:00:00Z,C-(402호 수입검사),25.2,29.5
2026-04-30T01:00:00Z,D-(406호 기구창고),24.1,35.2
2026-04-30T01:00:00Z,E-(408호 OQC),22.5,36.1
2026-04-30T01:00:00Z,F-(807호 생산 Line),21.7,42.1
2026-04-30T01:00:00Z,G-(401호 기구창고),21.9,43.0
2026-04-30T02:00:00Z,A-(401호 회로창고 1),22.7,50.7
2026-04-30T02:00:00Z,B-(401호 회로창고 2),22.9,49.6
2026-04-30T02:00:00Z,C-(402호 수입검사),25.5,29.0
2026-04-30T02:00:00Z,D-(406호 기구창고),23.7,35.3
2026-04-30T02:00:00Z,E-(408호 OQC),22.4,35.9
2026-04-30T02:00:00Z,F-(807호 생산 Line),21.5,43.1
2026-04-30T02:00:00Z,G-(401호 기구창고),22.1,45.0
2026-04-30T03:00:00Z,A-(401호 회로창고 1),22.5,49.5
2026-04-30T03:00:00Z,B-(401호 회로창고 2),23.0,48.0
2026-04-30T03:00:00Z,C-(402호 수입검사),24.9,27.8
2026-04-30T03:00:00Z,D-(406호 기구창고),23.2,35.4
2026-04-30T03:00:00Z,E-(408호 OQC),22.6,37.1
2026-04-30T03:00:00Z,F-(807호 생산 Line),21.6,43.3
2026-04-30T03:00:00Z,G-(401호 기구창고),22.3,46.1
2026-04-30T04:00:00Z,A-(401호 회로창고 1),22.8,48.2
2026-04-30T04:00:00Z,B-(401호 회로창고 2),23.2,46.8
2026-04-30T04:00:00Z,C-(402호 수입검사),24.5,27.6
2026-04-30T04:00:00Z,D-(406호 기구창고),22.8,34.9
2026-04-30T04:00:00Z,E-(408호 OQC),22.6,36.0
2026-04-30T04:00:00Z,F-(807호 생산 Line),21.7,39.4
2026-04-30T04:00:00Z,G-(401호 기구창고),22.3,45.4
2026-04-30T05:00:00Z,A-(401호 회로창고 1),22.7,51.2
2026-04-30T05:00:00Z,B-(401호 회로창고 2),23.1,49.7
2026-04-30T05:00:00Z,C-(402호 수입검사),24.5,27.2
2026-04-30T05:00:00Z,D-(406호 기구창고),22.7,35.5
2026-04-30T05:00:00Z,E-(408호 OQC),22.7,35.3
2026-04-30T05:00:00Z,F-(807호 생산 Line),21.8,40.0
2026-04-30T05:00:00Z,G-(401호 기구창고),22.4,45.5
2026-04-30T06:00:00Z,A-(401호 회로창고 1),22.5,49.7
2026-04-30T06:00:00Z,B-(401호 회로창고 2),23.2,47.2
2026-04-30T06:00:00Z,C-(402호 수입검사),24.5,26.5
2026-04-30T06:00:00Z,D-(406호 기구창고),22.7,36.0
2026-04-30T06:00:00Z,E-(408호 OQC),22.3,36.3
2026-04-30T06:00:00Z,F-(807호 생산 Line),21.6,41.6
2026-04-30T06:00:00Z,G-(401호 기구창고),22.5,45.5
2026-04-30T07:00:00Z,A-(401호 회로창고 1),22.6,51.5
2026-04-30T07:00:00Z,B-(401호 회로창고 2),23.2,48.9
2026-04-30T07:00:00Z,C-(402호 수입검사),24.3,26.6
2026-04-30T07:00:00Z,D-(406호 기구창고),22.5,36.1
2026-04-30T07:00:00Z,E-(408호 OQC),22.0,38.4
2026-04-30T07:00:00Z,F-(807호 생산 Line),21.5,42.3
2026-04-30T07:00:00Z,G-(401호 기구창고),22.5,44.8
2026-04-30T08:00:00Z,A-(401호 회로창고 1),22.6,49.2
2026-04-30T08:00:00Z,B-(401호 회로창고 2),23.1,46.6
2026-04-30T08:00:00Z,C-(402호 수입검사),24.3,27.1
2026-04-30T08:00:00Z,D-(406호 기구창고),22.6,36.8
2026-04-30T08:00:00Z,E-(408호 OQC),22.2,38.9
2026-04-30T08:00:00Z,F-(807호 생산 Line),21.5,43.1
2026-04-30T08:00:00Z,G-(401호 기구창고),22.5,43.9
2026-04-30T09:00:00Z,A-(401호 회로창고 1),22.6,51.4
2026-04-30T09:00:00Z,B-(401호 회로창고 2),22.9,49.7
2026-04-30T10:00:00Z,A-(401호 회로창고 1),22.7,48.3
2026-04-30T10:00:00Z,B-(401호 회로창고 2),22.8,47.5
2026-04-30T11:00:00Z,A-(401호 회로창고 1),22.7,50.6
2026-04-30T11:00:00Z,B-(401호 회로창고 2),22.7,49.7
2026-04-30T12:00:00Z,A-(401호 회로창고 1),22.8,48.4
2026-04-30T12:00:00Z,B-(401호 회로창고 2),22.7,47.9
2026-04-30T13:00:00Z,A-(401호 회로창고 1),22.7,51.0
2026-04-30T13:00:00Z,B-(401호 회로창고 2),22.7,50.6
2026-04-30T14:00:00Z,A-(401호 회로창고 1),22.8,48.7
2026-04-30T14:00:00Z,B-(401호 회로창고 2),22.7,48.5
2026-04-30T15:00:00Z,A-(401호 회로창고 1),22.7,51.5
2026-04-30T15:00:00Z,B-(401호 회로창고 2),22.7,50.5
2026-04-30T16:00:00Z,A-(401호 회로창고 1),22.8,49.5
2026-04-30T16:00:00Z,B-(401호 회로창고 2),22.7,49.3
2026-04-30T17:00:00Z,A-(401호 회로창고 1),22.8,48.2
2026-04-30T17:00:00Z,B-(401호 회로창고 2),22.6,47.9
2026-04-30T18:00:00Z,A-(401호 회로창고 1),22.7,50.4
2026-04-30T18:00:00Z,B-(401호 회로창고 2),22.6,50.0
2026-04-30T19:00:00Z,A-(401호 회로창고 1),22.7,48.4
2026-04-30T19:00:00Z,B-(401호 회로창고 2),22.5,48.0
2026-04-30T20:00:00Z,A-(401호 회로창고 1),22.7,50.4
2026-04-30T20:00:00Z,B-(401호 회로창고 2),22.5,50.4
2026-04-30T21:00:00Z,A-(401호 회로창고 1),22.7,48.2
2026-04-30T21:00:00Z,B-(401호 회로창고 2),22.5,48.2
2026-04-30T22:00:00Z,A-(401호 회로창고 1),22.7,51.5
2026-04-30T22:00:00Z,B-(401호 회로창고 2),22.5,51.5
2026-04-30T23:00:00Z,A-(401호 회로창고 1),22.7,49.0
2026-04-30T23:00:00Z,B-(401호 회로창고 2),22.5,49.1
2026-05-01T00:00:00Z,A-(401호 회로창고 1),22.7,50.1
2026-05-01T00:00:00Z,B-(401호 회로창고 2),22.5,50.3
2026-05-01T00:00:00Z,C-(402호 수입검사),22.7,29.8
2026-05-01T00:00:00Z,D-(406호 기구창고),23.1,33.6
2026-05-01T00:00:00Z,E-(408호 OQC),22.4,35.1
2026-05-01T00:00:00Z,F-(807호 생산 Line),23.0,35.2
2026-05-01T00:00:00Z,G-(401호 기구창고),21.6,44.9
2026-05-01T01:00:00Z,A-(401호 회로창고 1),22.7,50.8
2026-05-01T01:00:00Z,B-(401호 회로창고 2),22.6,50.6
2026-05-01T01:00:00Z,C-(402호 수입검사),22.7,29.9
2026-05-01T01:00:00Z,D-(406호 기구창고),24.4,32.2
2026-05-01T01:00:00Z,E-(408호 OQC),22.7,33.9
2026-05-01T01:00:00Z,F-(807호 생산 Line),23.0,34.9
2026-05-01T01:00:00Z,G-(401호 기구창고),21.6,45.5
2026-05-01T02:00:00Z,A-(401호 회로창고 1),22.7,48.8
2026-05-01T02:00:00Z,B-(401호 회로창고 2),22.6,48.5
2026-05-01T02:00:00Z,C-(402호 수입검사),22.8,29.8
2026-05-01T02:00:00Z,D-(406호 기구창고),24.7,31.6
2026-05-01T02:00:00Z,E-(408호 OQC),22.9,33.3
2026-05-01T02:00:00Z,F-(807호 생산 Line),23.0,34.8
2026-05-01T02:00:00Z,G-(401호 기구창고),21.6,45.2
2026-05-01T03:00:00Z,A-(401호 회로창고 1),22.6,52.1
2026-05-01T03:00:00Z,B-(401호 회로창고 2),22.8,50.6
2026-05-01T03:00:00Z,C-(402호 수입검사),22.9,29.8
2026-05-01T03:00:00Z,D-(406호 기구창고),24.4,31.8
2026-05-01T03:00:00Z,E-(408호 OQC),23.0,33.2
2026-05-01T03:00:00Z,F-(807호 생산 Line),23.0,34.1
2026-05-01T03:00:00Z,G-(401호 기구창고),21.7,45.9
2026-05-01T04:00:00Z,A-(401호 회로창고 1),22.7,49.3
2026-05-01T04:00:00Z,B-(401호 회로창고 2),22.8,48.5
